score,date,album,artist,reviewer,url
6.9,July 19 2011,When Fish Ride Bicycles,The Cool Kids,Tom Breihan,https://pitchfork.com/reviews/albums/15628-when-fish-ride-bicycles/
7.1,July 19 2011,Seven Stars,Fennesz,Jess Harvell,https://pitchfork.com/reviews/albums/15650-seven-stars/
7.8,July 14 2011,Nupping,Dope Body,Aaron Leitko,https://pitchfork.com/reviews/albums/15637-nupping/
5.7,July 14 2011,Wayward Fire,The Chain Gang of 1974,Ian Cohen,https://pitchfork.com/reviews/albums/15644-wayward-fire/
8.2,July 18 2011,Leave Home,The Men,Stuart Berman,https://pitchfork.com/reviews/albums/15629-leave-home/
7.0,July 18 2011,Thee Physical,Pictureplane,Larry Fitzmaurice,https://pitchfork.com/reviews/albums/15635-thee-physical/
7.9,July 18 2011,Night Dolls With Hairspray,"James Ferraro,James Ferraro",Marc Masters,https://pitchfork.com/reviews/albums/15643-nightdolls-with-hairspray-on-air/
5.8,July 18 2011,Mindreading,Singer,Nick Neyland,https://pitchfork.com/reviews/albums/15631-mindreading/
6.1,July 18 2011,Hello Cruel World,Sole and the Skyrider Band,Tom Breihan,https://pitchfork.com/reviews/albums/15647-hello-cruel-world/
8.8,July 13 2011,Lifes Rich Pageant (25th Anniversary Edition),R.E.M.,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15625-lifes-rich-pageant-25th-anniversary-edition/
6.8,July 12 2011,Again and Again,Brilliant Colors,Martin Douglas,https://pitchfork.com/reviews/albums/15622-again-and-again/
7.7,July 12 2011,Doubles,Cian Nugent,Grayson Currin,https://pitchfork.com/reviews/albums/15618-doubles/
8.0,July 13 2011,N-Plants,Biosphere,Brian Howe,https://pitchfork.com/reviews/albums/15626-n-plants/
2.9,July 13 2011,Whatever's on Your Mind,Gomez,Ian Cohen,https://pitchfork.com/reviews/albums/15606-whatevers-on-your-mind/
6.2,July 12 2011,Torches,Foster the People,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15611-torches/
7.2,July 13 2011,Was I the Wave?,Miracle Fortress,David Bevan,https://pitchfork.com/reviews/albums/15638-was-i-the-wave/
7.9,July 13 2011,Invasion of the Mysteron Killer Sounds,,Jess Harvell,https://pitchfork.com/reviews/albums/15630-invasion-of-the-mysteron-killer-sounds/
7.9,July 12 2011,Last Summer,Eleanor Friedberger,Joshua Love,https://pitchfork.com/reviews/albums/15623-last-summer/
8.1,July 14 2011,I'm Gay (I'm Happy),Lil B,Jayson Greene,https://pitchfork.com/reviews/albums/15641-im-gay-im-happy/
7.6,July 12 2011,Dedication,Zomby,Jess Harvell,https://pitchfork.com/reviews/albums/15617-dedication/
7.2,July 14 2011,Red Hot + Rio 2,,Joe Tangari,https://pitchfork.com/reviews/albums/15642-red-hot-rio-2/
3.8,July 11 2011,Rave On: A Tribute to Buddy Holly,,Mike Powell,https://pitchfork.com/reviews/albums/15588-rave-on-a-tribute-to-buddy-holly/
6.3,July 11 2011,Virtue,Emmy the Great,Hari Ashurst,https://pitchfork.com/reviews/albums/15565-virtue/
7.6,July 11 2011,Are You Falling in Love?,Gold-Bears,David Bevan,https://pitchfork.com/reviews/albums/15627-are-you-falling-in-love/
8.3,July 11 2011,Within and Without,Washed Out,Brandon Soderberg,https://pitchfork.com/reviews/albums/15614-within-and-without/
7.0,July 11 2011,Two-Way Mirror,Crystal Antlers,Ian Cohen,https://pitchfork.com/reviews/albums/15593-two-way-mirror/
4.6,July 7 2011,OX 2010: A Street Odyssey,Vast Aire,Nate Patrin,https://pitchfork.com/reviews/albums/15609-ox-2010-a-street-odyssey/
7.5,July 7 2011,Waco Taco Combo,Eric Copeland,Marc Masters,https://pitchfork.com/reviews/albums/15616-waco-taco-combo/
5.7,July 8 2011,Kingston Story,Vybz Kartel,Tim Finney,https://pitchfork.com/reviews/albums/15615-kingston-story/
8.4,July 8 2011,We Must Become the Pitiless Censors of Ourselves,John Maus,David Bevan,https://pitchfork.com/reviews/albums/15596-we-must-become-the-pitiless-censors-of-ourselves/
7.4,July 8 2011,Who's Gonna Save the World,Father's Children,Joe Tangari,https://pitchfork.com/reviews/albums/15619-whos-gonna-save-the-world/
7.6,July 8 2011,Glacial Glow,Noveller,Marc Masters,https://pitchfork.com/reviews/albums/15620-glacial-glow/
6.8,July 6 2011,Gardens & Villa,Gardens & Villa,Stuart Berman,https://pitchfork.com/reviews/albums/15603-gardens-villa/
7.2,July 8 2011,116 & Rising,,Andrew Gaerig,https://pitchfork.com/reviews/albums/15612-116-rising/
6.1,July 6 2011,Finally Famous,Big Sean,Sam Hockley-Smith,https://pitchfork.com/reviews/albums/15605-finally-famous/
6.0,July 7 2011,Player Piano,Memory Tapes,Ian Cohen,https://pitchfork.com/reviews/albums/15582-player-piano/
8.1,July 7 2011,SBTRKT,SBTRKT,Joe Colly,https://pitchfork.com/reviews/albums/15607-sbtrkt/
5.1,July 7 2011,Is This Hyperreal?,Atari Teenage Riot,Tom Breihan,https://pitchfork.com/reviews/albums/15610-is-this-hyperreal/
7.3,July 5 2011,Galactic Melt,Com Truise,Mark Pytlik,https://pitchfork.com/reviews/albums/15604-galactic-melt/
7.4,July 5 2011,Evening Tapestry,Brown Recluse,Larry Fitzmaurice,https://pitchfork.com/reviews/albums/15597-evening-tapestry/
5.5,July 5 2011,Ceremony,Mexicans With Guns,Zach Kelly,https://pitchfork.com/reviews/albums/15600-ceremony/
8.2,July 6 2011,Electronic Dream,AraabMuzik,Tom Breihan,https://pitchfork.com/reviews/albums/15566-electronic-dream/
7.6,July 6 2011,Pleasure,Pure X,Zach Kelly,https://pitchfork.com/reviews/albums/15575-pleasure/
6.5,July 5 2011,Shangri-La,YACHT,Marc Hogan,https://pitchfork.com/reviews/albums/15581-shangri-la/
7.6,July 6 2011,Stranger Ballet,The Poison Control Center,Paul Thompson,https://pitchfork.com/reviews/albums/15608-stranger-ballet/
7.3,June 30 2011,Two Matchsticks,The Wooden Birds,Grayson Currin,https://pitchfork.com/reviews/albums/15590-two-matchsticks/
7.5,July 1 2011,100% Publishing,Wiley,Nate Patrin,https://pitchfork.com/reviews/albums/15595-100-publishing/
6.5,July 1 2011,Me Doing Standup,Norm Macdonald,Ian Cohen,https://pitchfork.com/reviews/albums/15587-me-doing-standup/
8.1,July 1 2011,The Unanimous Hour,Lungfish,Aaron Leitko,https://pitchfork.com/reviews/albums/15592-the-unanimous-hour/
6.7,June 30 2011,Living: 2009-Present,Tearist,Aaron Leitko,https://pitchfork.com/reviews/albums/15586-living-2009-present/
7.2,July 1 2011,"Lord Giveth, Lord Taketh Away EP","Statik Selektah,Freddie Gibbs",Tom Breihan,https://pitchfork.com/reviews/albums/15599-lord-giveth-lord-taketh-away-ep/
8.0,July 1 2011,Alchemic Heart,Vampillia,Grayson Currin,https://pitchfork.com/reviews/albums/15594-alchemic-heart/
6.9,June 30 2011,Lights Out,Kate Simko,Joe Tangari,https://pitchfork.com/reviews/albums/15577-lights-out/
7.5,June 30 2011,Exmilitary,Death Grips,Nate Patrin,https://pitchfork.com/reviews/albums/15583-exmilitary/
6.6,July 5 2011,Drums Between the Bells,"Brian Eno,Rick Holland",Brian Howe,https://pitchfork.com/reviews/albums/15598-drums-between-the-bells/
7.2,June 29 2011,"Alice, Agatha, Branch & Christ",Witch Gardens,Martin Douglas,https://pitchfork.com/reviews/albums/15495-alice-agatha-branch-christ/
8.1,June 29 2011,Sound Kapital,Handsome Furs,Stuart Berman,https://pitchfork.com/reviews/albums/15579-sound-kapital/
8.0,June 30 2011,Weekend at Burnie's,Curren$y,Tom Breihan,https://pitchfork.com/reviews/albums/15591-weekend-at-burnies/
7.7,June 28 2011,The Miners' Hymns,Jóhann Jóhannsson,Jayson Greene,https://pitchfork.com/reviews/albums/15578-the-miners-hymns/
7.2,June 29 2011,Debut,Vladislav Delay Quartet,Eric Grandy,https://pitchfork.com/reviews/albums/15561-debut/
8.4,June 29 2011,New Brigade,Iceage,David Bevan,https://pitchfork.com/reviews/albums/15576-new-brigade/
6.4,June 28 2011,Sagara,diskJokke,Andrew Gaerig,https://pitchfork.com/reviews/albums/15584-sagara/
8.0,June 28 2011,Pl3dge,Killer Mike,Tom Breihan,https://pitchfork.com/reviews/albums/15580-pl3dge/
6.8,June 29 2011,D,White Denim,Eric Harvey,https://pitchfork.com/reviews/albums/15589-d/
8.0,June 28 2011,4,Beyoncé,Ryan Dombal,https://pitchfork.com/reviews/albums/15585-4/
7.9,June 27 2011,Thora Vukk,Robag Wruhme,Andrew Gaerig,https://pitchfork.com/reviews/albums/15549-thora-vukk/
6.8,June 28 2011,Carbonated EP,Mount Kimbie,Nate Patrin,https://pitchfork.com/reviews/albums/15569-carbonated-ep/
4.9,June 27 2011,Shirts vs. Skins,Graham Wright,Ian Cohen,https://pitchfork.com/reviews/albums/15553-shirts-vs-skins/
5.8,June 27 2011,Hour Logic EP,Laurel Halo,Larry Fitzmaurice,https://pitchfork.com/reviews/albums/15568-hour-logic-ep/
7.8,June 24 2011,Mount Moriah,Mount Moriah,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15574-mount-moriah/
7.4,June 24 2011,Tamer Animals,Other Lives,Zach Kelly,https://pitchfork.com/reviews/albums/15545-tamer-animals/
8.8,June 27 2011,Black Up,Shabazz Palaces,Eric Grandy,https://pitchfork.com/reviews/albums/15570-black-up/
7.3,June 24 2011,Memories Come True,Cliffie Swan,Paul Thompson,https://pitchfork.com/reviews/albums/15573-memories-come-true/
7.9,June 24 2011,Coming Up [Deluxe Edition],"Suede,Suede,Suede",Joe Tangari,https://pitchfork.com/reviews/albums/15571-coming-up-deluxe-edition-head-music-deluxe-edition-a-new-morning-deluxe-edition/
7.7,June 27 2011,Blanck Mass,Blanck Mass,Nick Neyland,https://pitchfork.com/reviews/albums/15572-blanck-mass/
4.4,June 24 2011,"I Love You, Dude",Digitalism,Eric Grandy,https://pitchfork.com/reviews/albums/15562-i-love-you-dude/
7.5,June 23 2011,Digital Lows,Cities Aviv,Brandon Soderberg,https://pitchfork.com/reviews/albums/15563-digital-lows/
8.0,June 23 2011,Fania Records 1964-1980: The Original Sound of Latin New York,,Joe Tangari,https://pitchfork.com/reviews/albums/15564-fania-records-1964-1980-the-original-sound-of-latin-new-york/
7.8,June 21 2011,City Limits Volume 2,Silkie,Nate Patrin,https://pitchfork.com/reviews/albums/15547-city-limits-volume-2/
6.5,June 23 2011,Fjree Feather,Forest Swords,Andrew Gaerig,https://pitchfork.com/reviews/albums/15541-fjree-feather/
8.1,June 21 2011,Lovers Do,Bruno Pronsato,Andrew Gaerig,https://pitchfork.com/reviews/albums/15550-lovers-do/
6.8,June 23 2011,H–p1,White Hills,Grayson Currin,https://pitchfork.com/reviews/albums/15559-hp1/
7.6,June 21 2011,James Drake,Bombé and Mr. Caribbean,Ryan Dombal,https://pitchfork.com/reviews/albums/15556-james-drake/
8.1,June 21 2011,Goodbye Bread,Ty Segall,David Bevan,https://pitchfork.com/reviews/albums/15557-goodbye-bread/
7.2,June 22 2011,BOBBY,BOBBY,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15555-bobby/
8.1,June 22 2011,Unknown Mortal Orchestra,Unknown Mortal Orchestra,Ian Cohen,https://pitchfork.com/reviews/albums/15539-unknown-mortal-orchestra/
6.3,June 21 2011,New Heaven,"1,2,3",Ian Cohen,https://pitchfork.com/reviews/albums/15532-new-heaven/
7.5,June 22 2011,Limerence,Young Montana,Hari Ashurst,https://pitchfork.com/reviews/albums/15560-limerence/
5.2,June 22 2011,Gimme Ten,Ungdomskulen,Nick Neyland,https://pitchfork.com/reviews/albums/15554-gimme-ten/
6.7,June 22 2011,One Night in the Borough,6th Borough Project,Philip Sherburne,https://pitchfork.com/reviews/albums/15552-one-night-in-the-borough/
7.4,June 20 2011,Twist Again,Bodies of Water,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15529-twist-again/
6.1,June 20 2011,Realism,Shine 2009,Hari Ashurst,https://pitchfork.com/reviews/albums/15548-realism/
8.4,June 23 2011,Go Tell Fire to the Mountain,WU LYF,Ian Cohen,https://pitchfork.com/reviews/albums/15567-go-tell-fire-to-the-mountain/
7.4,June 17 2011,Country Stash,"MV & EE,Matt Valentine",Matthew Murphy,https://pitchfork.com/reviews/albums/15533-country-stash-what-i-became/
9.5,June 20 2011,"Bon Iver, Bon Iver",Bon Iver,Mark Richardson,https://pitchfork.com/reviews/albums/15551-bon-iver/
6.8,June 20 2011,Fiend Without a Face/West End Motel,Brent Hinds,Jess Harvell,https://pitchfork.com/reviews/albums/15521-fiend-without-a-facewest-end-motel/
8.1,June 20 2011,Dr. Lecter,Action Bronson,Tom Breihan,https://pitchfork.com/reviews/albums/15497-dr-lecter/
7.7,June 17 2011,Plantation,Arrange,Brian Howe,https://pitchfork.com/reviews/albums/15534-plantation/
7.3,June 17 2011,Archives Performance Series Vol. 9: A Treasure,"Neil Young,International Harvesters",Stuart Berman,https://pitchfork.com/reviews/albums/15535-archives-performance-series-vol-9-a-treasure/
7.2,June 17 2011,In Vogue Spirit,Wet Hair,Aaron Leitko,https://pitchfork.com/reviews/albums/15528-in-vogue-spirit/
6.8,June 16 2011,7,Puerto Rico Flowers,Marc Masters,https://pitchfork.com/reviews/albums/15542-7/
7.5,June 16 2011,Don't Blame the Stars,The Black Swans,Paul Thompson,https://pitchfork.com/reviews/albums/15543-dont-blame-the-stars/
7.4,June 16 2011,Change Is Gradual,Processory,Zach Kelly,https://pitchfork.com/reviews/albums/15515-change-is-gradual/
8.1,June 17 2011,Marissa Nadler,Marissa Nadler,Grayson Currin,https://pitchfork.com/reviews/albums/15544-marissa-nadler/
7.3,June 16 2011,FRKWYS Vol. 6,"Ikue Mori,Julianna Barwick",Brian Howe,https://pitchfork.com/reviews/albums/15538-frkwys-vol-6/
7.3,June 15 2011,Locussolus,DJ Harvey,Andrew Gaerig,https://pitchfork.com/reviews/albums/15501-locussolus/
7.6,June 15 2011,Castlemania,Thee Oh Sees,Aaron Leitko,https://pitchfork.com/reviews/albums/15540-castlemania/
6.4,June 15 2011,The Errant Charm,Vetiver,Eric Grandy,https://pitchfork.com/reviews/albums/15537-the-errant-charm/
7.9,June 15 2011,McCartney,"Paul McCartney,Paul McCartney",Joe Tangari,https://pitchfork.com/reviews/albums/15536-mccartney-mccartney-ii/
9.3,June 16 2011,Deserter's Songs [Deluxe Edition],Mercury Rev,Stuart Berman,https://pitchfork.com/reviews/albums/15393-deserters-songs-deluxe-edition/
7.1,June 15 2011,Ways of Meaning,Kyle Bobby Dunn,Joe Tangari,https://pitchfork.com/reviews/albums/15523-ways-of-meaning/
6.4,June 14 2011,Walls,An Horse,Joshua Love,https://pitchfork.com/reviews/albums/15520-walls/
8.5,June 14 2011,Bakesale [Deluxe Edition],Sebadoh,Jess Harvell,https://pitchfork.com/reviews/albums/15522-bakesale-deluxe-edition/
8.2,June 14 2011,An Empty Bliss Beyond This World,The Caretaker,Mike Powell,https://pitchfork.com/reviews/albums/15518-an-empty-bliss-beyond-this-world/
5.6,June 13 2011,Earth Sound System,Jackie-O Motherfucker,Andrew Gaerig,https://pitchfork.com/reviews/albums/15509-earth-sound-system/
7.6,June 14 2011,With U EP,Holy Other,Hari Ashurst,https://pitchfork.com/reviews/albums/15531-with-u-ep/
6.7,June 14 2011,Are You Gonna Eat That?,Hail Mary Mallon,Tom Breihan,https://pitchfork.com/reviews/albums/15530-are-you-gonna-eat-that/
7.0,June 10 2011,Lonely Twin,Hospital Ships,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15517-lonely-twin/
7.0,June 13 2011,I Gotta Rokk EP,DJ Shadow,Nate Patrin,https://pitchfork.com/reviews/albums/15525-i-gotta-rokk-ep/
6.5,June 10 2011,A Different Compilation,Buzzcocks,Marc Hogan,https://pitchfork.com/reviews/albums/15516-a-different-compilation/
8.1,June 10 2011,These Trails,These Trails,Matthew Murphy,https://pitchfork.com/reviews/albums/15508-these-trails/
7.8,June 13 2011,It's All True,Junior Boys,Jess Harvell,https://pitchfork.com/reviews/albums/15507-its-all-true/
8.0,June 13 2011,Lobelia,Black Eagle Child,Grayson Currin,https://pitchfork.com/reviews/albums/15527-lobelia/
6.4,June 13 2011,Clutching Stems,The Ladybug Transistor,Marc Hogan,https://pitchfork.com/reviews/albums/15491-clutching-stems/
7.3,June 9 2011,Loud Planes Fly Low,The Rosebuds,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15505-loud-planes-fly-low/
5.9,June 9 2011,ISAM,Amon Tobin,Andrew Gaerig,https://pitchfork.com/reviews/albums/15519-isam/
6.9,June 9 2011,Canta Lechuza,Helado Negro,Zach Kelly,https://pitchfork.com/reviews/albums/15489-canta-lechuza/
7.5,June 10 2011,iTunes Session,Best Coast,David Bevan,https://pitchfork.com/reviews/albums/15524-itunes-session/
7.7,June 10 2011,Arabia Mountain,Black Lips,Stuart Berman,https://pitchfork.com/reviews/albums/15494-arabia-mountain/
6.6,June 8 2011,Iris,Tom Trago,Tim Finney,https://pitchfork.com/reviews/albums/15512-iris/
4.3,June 8 2011,Remixes 2: 81-11,Depeche Mode,Douglas Wolk,https://pitchfork.com/reviews/albums/15511-remixes-2-81-11/
8.6,June 8 2011,David Comes to Life,Fucked Up,Larry Fitzmaurice,https://pitchfork.com/reviews/albums/15513-david-comes-to-life/
6.2,June 8 2011,Leisure Seizure,Tom Vek,Matthew Perpetua,https://pitchfork.com/reviews/albums/15510-leisure-seizure/
7.5,June 7 2011,Reflection,Chalk Circle,Martin Douglas,https://pitchfork.com/reviews/albums/15441-reflection/
5.9,June 7 2011,EAR PWR,EAR PWR,Zach Kelly,https://pitchfork.com/reviews/albums/15503-ear-pwr/
7.8,June 8 2011,Our Lives Are Shaped By What We Love: Motown's MoWest Story 1971-1973,,David Drake,https://pitchfork.com/reviews/albums/15514-our-lives-are-shaped-by-what-we-love-motowns-mowest-story-1971-1973/
7.5,June 9 2011,Suck It and See,Arctic Monkeys,Marc Hogan,https://pitchfork.com/reviews/albums/15450-suck-it-and-see/
7.4,June 7 2011,Gloss Drop,Battles,Jess Harvell,https://pitchfork.com/reviews/albums/15469-gloss-drop/
8.4,June 7 2011,Suede [Deluxe Edition],"Suede,Suede",Joe Tangari,https://pitchfork.com/reviews/albums/15493-suede-deluxe-edition-dog-man-star-deluxe-edition/
8.6,June 9 2011,An American Trilogy,Mickey Newbury,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15473-an-american-trilogy/
7.6,June 7 2011,Larceny & Old Lace,The Coathangers,Marc Hogan,https://pitchfork.com/reviews/albums/15478-larceny-old-lace/
4.9,June 2 2011,Pre Serene: Thee Oneironauts,The Most Serene Republic,Lindsay Zoladz,https://pitchfork.com/reviews/albums/15479-pre-serene-thee-oneironauts/
7.2,June 6 2011,Make Your Own Danger,Alina Simone,Brian Howe,https://pitchfork.com/reviews/albums/15506-make-your-own-danger/
8.0,June 6 2011,Out on the Open West,Frank Fairfield,Grayson Currin,https://pitchfork.com/reviews/albums/15504-out-on-the-open-west/
6.9,June 3 2011,Outbreeding,David Thomas Broughton,Mike Powell,https://pitchfork.com/reviews/albums/15487-outbreeding/
8.5,June 6 2011,Cults,Cults,Joe Tangari,https://pitchfork.com/reviews/albums/15432-cults/
7.2,June 6 2011,Absolute II,Oneida,Nick Neyland,https://pitchfork.com/reviews/albums/15490-absolute-ii/
5.8,June 6 2011,Sondre Lerche,Sondre Lerche,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15496-sondre-lerche/
6.7,June 3 2011,W,Planningtorock,Matthew Perpetua,https://pitchfork.com/reviews/albums/15498-w/
7.9,June 3 2011,True Loves,Hooray For Earth,Ian Cohen,https://pitchfork.com/reviews/albums/15340-true-loves/
7.1,June 2 2011,Blvcklvnd Rvdix 66.6 (1991),Spaceghostpurrp,Brandon Soderberg,https://pitchfork.com/reviews/albums/15449-blvcklvnd-rvdix-666-1991/
7.6,June 3 2011,Blow Your Head Vol. 2: Dave Nada Presents Moombahton,,Tim Finney,https://pitchfork.com/reviews/albums/15500-blow-your-head-vol-2-dave-nada-presents-moombahton/
6.4,May 31 2011,Everything's Getting Older,"Aidan Moffat,Bill Wells",Nick Neyland,https://pitchfork.com/reviews/albums/15454-everythings-getting-older/
6.8,May 31 2011,Charade Is Gold,Pulseprogramming,Aaron Leitko,https://pitchfork.com/reviews/albums/15483-charade-is-gold/
5.0,June 1 2011,Codes and Keys,Death Cab for Cutie,Larry Fitzmaurice,https://pitchfork.com/reviews/albums/15482-codes-and-keys/
7.5,June 3 2011,Channel Pressure,Ford & Lopatin,Larry Fitzmaurice,https://pitchfork.com/reviews/albums/15502-channel-pressure/
7.6,June 1 2011,Zayna Jumma,Group Doueh,Nick Neyland,https://pitchfork.com/reviews/albums/15461-zayna-jumma/
7.9,June 2 2011,Sun and Shade,Woods,Mark Richardson,https://pitchfork.com/reviews/albums/15499-sun-and-shade/
6.4,June 1 2011,Ukulele Songs,Eddie Vedder,Jayson Greene,https://pitchfork.com/reviews/albums/15486-ukulele-songs/
7.0,June 1 2011,Echolocations EP,Lone,Andrew Gaerig,https://pitchfork.com/reviews/albums/15488-echolocations-ep/
5.8,June 1 2011,Bachelorette,Bachelorette,Joshua Love,https://pitchfork.com/reviews/albums/15477-bachelorette/
6.0,June 2 2011,Bury Me in My Rings,The Elected,Ian Cohen,https://pitchfork.com/reviews/albums/15405-bury-me-in-my-rings/
5.3,June 2 2011,Lupercalia,Patrick Wolf,Ian Cohen,https://pitchfork.com/reviews/albums/15492-lupercalia/
6.2,May 31 2011,What Did You Expect From the Vaccines?,The Vaccines,Marc Hogan,https://pitchfork.com/reviews/albums/15406-what-did-you-expect-from-the-vaccines/
7.5,May 31 2011,Hungry Mother Blues,Phil Cook & His Feat,Brian Howe,https://pitchfork.com/reviews/albums/15442-hungry-mother-blues/
7.1,May 26 2011,Brave Irene EP,Brave Irene,Larry Fitzmaurice,https://pitchfork.com/reviews/albums/15426-brave-irene-ep/
5.3,May 26 2011,"MMG Presents: Self Made, Vol. 1",,Tom Breihan,https://pitchfork.com/reviews/albums/15472-mmg-presents-self-made-vol-1/
7.9,May 26 2011,People Changes,Nat Baldwin,David Bevan,https://pitchfork.com/reviews/albums/15481-people-changes/
7.1,May 27 2011,Ideas For Songs,Destroyer,Paul Thompson,https://pitchfork.com/reviews/albums/15484-ideas-for-songs/
7.0,May 26 2011,Future Accidents,Sightings,Marc Masters,https://pitchfork.com/reviews/albums/15480-future-accidents/
5.7,May 27 2011,Arghiledes,"D. Charles Speer,D. Charles Speer and the Helix",Stephen M. Deusner,https://pitchfork.com/reviews/albums/15444-arghiledes-leaving-the-commonwealth/
7.6,May 27 2011,Last,The Unthanks,David Bevan,https://pitchfork.com/reviews/albums/15485-last/
6.7,May 27 2011,Super Mom,The Very Best,Tom Breihan,https://pitchfork.com/reviews/albums/15464-super-mom/
7.2,May 31 2011,Circuital,My Morning Jacket,Amanda Petrusich,https://pitchfork.com/reviews/albums/15471-circuital/
5.5,May 27 2011,Simple Math,Manchester Orchestra,Ian Cohen,https://pitchfork.com/reviews/albums/15453-simple-math/
7.2,May 25 2011,Blue Suicide,Coma Cinema,Zach Kelly,https://pitchfork.com/reviews/albums/15458-blue-suicide/
8.6,May 26 2011,Teenage Hate,Reatards,David Bevan,https://pitchfork.com/reviews/albums/15475-teenage-hate/
5.8,May 25 2011,Fever,2562,Andrew Gaerig,https://pitchfork.com/reviews/albums/15451-fever/
6.0,May 24 2011,It's a Corporate World,Dale Earnhardt Jr. Jr.,Paul Thompson,https://pitchfork.com/reviews/albums/15468-its-a-corporate-world/
7.5,May 24 2011,Noir,Blue Sky Black Death,Marc Hogan,https://pitchfork.com/reviews/albums/15400-noir/
8.0,May 24 2011,"Wallahi Le Zein!! Wezin, Jakwar And Guitar Boogie From The Islamic Republic Of Mauritania",,Joe Tangari,https://pitchfork.com/reviews/albums/15470-wallahi-le-zein-wezin-jakwar-and-guitar-boogie-from-the-islamic-republic-of-mauritania/
7.5,May 25 2011,Black Earth,Implodes,Marc Masters,https://pitchfork.com/reviews/albums/15465-black-earth/
7.4,May 25 2011,Pala,Friendly Fires,Larry Fitzmaurice,https://pitchfork.com/reviews/albums/15463-pala/
8.5,May 25 2011,Let Love In,"Nick Cave & the Bad Seeds,Nick Cave & the Bad Seeds,Nick Cave & the Bad Seeds,Nick Cave & the Bad Seeds",Stuart Berman,https://pitchfork.com/reviews/albums/15476-let-love-in-murder-ballads-the-boatmans-call-no-more-shall-we-part/
5.9,May 23 2011,Confetti,A Lull,David Bevan,https://pitchfork.com/reviews/albums/15466-confetti/
6.0,May 23 2011,Le Secret EP,Alcest,Grayson Currin,https://pitchfork.com/reviews/albums/15467-le-secret-ep/
8.1,May 24 2011,Demolished Thoughts,Thurston Moore,Grayson Currin,https://pitchfork.com/reviews/albums/15474-demolished-thoughts/
6.3,May 24 2011,Alegrías,Howe Gelb & a Band of Gypsies,Andrew Gaerig,https://pitchfork.com/reviews/albums/15455-alegrias/
6.9,May 23 2011,In Blank,Title Tracks,Zach Kelly,https://pitchfork.com/reviews/albums/15438-in-blank/
6.7,May 20 2011,Nursing Home,Let's Wrestle,Joshua Love,https://pitchfork.com/reviews/albums/15462-nursing-home/
7.3,May 20 2011,We Are the Champions,JEFF the Brotherhood,David Raposa,https://pitchfork.com/reviews/albums/15452-we-are-the-champions/
7.1,May 20 2011,Attention Please,"Boris,Boris",Grayson Currin,https://pitchfork.com/reviews/albums/15460-attention-please-heavy-rocks/
7.1,May 20 2011,Grateful to Shred,White Fang,Martin Douglas,https://pitchfork.com/reviews/albums/15445-grateful-to-shred/
5.5,May 23 2011,Brilliant! Tragic!,Art Brut,Eric Grandy,https://pitchfork.com/reviews/albums/15417-brilliant-tragic/
7.4,May 20 2011,Strange Hearts,Secret Cities,David Bevan,https://pitchfork.com/reviews/albums/15457-strange-hearts/
6.7,May 23 2011,Casablanca Nights,Johan Agebjörn,Stephen M. Deusner,https://pitchfork.com/reviews/albums/15394-casablanca-nights/
7.3,May 19 2011,Director's Cut,Kate Bush,Jess Harvell,https://pitchfork.com/reviews/albums/15448-directors-cut/
7.0,May 19 2011,Her Favorite Colo(u)r,Blu,Nate Patrin,https://pitchfork.com/reviews/albums/15429-her-favorite-colour/
7.2,May 19 2011,Darkbloom EP,"d'Eon,Grimes",Lindsay Zoladz,https://pitchfork.com/reviews/albums/15439-darkbloom-ep/
7.6,May 19 2011,Passed Me By,Andy Stott,Philip Sherburne,https://pitchfork.com/reviews/albums/15447-passed-me-by/
6.3,May 19 2011,Excerpts,Ensemble,David Bevan,https://pitchfork.com/reviews/albums/15456-excerpts/
7.3,May 17 2011,Laced,Psychedelic Horseshit,Marc Masters,https://pitchfork.com/reviews/albums/15425-laced/
7.1,May 18 2011,Turtleneck & Chain,The Lonely Island,Tom Breihan,https://pitchfork.com/reviews/albums/15443-turtleneck-chain/
8.1,May 17 2011,The Double Cross,Sloan,Joe Tangari,https://pitchfork.com/reviews/albums/15407-the-double-cross/
5.8,May 18 2011,Rock & Roll Submarine,Urge Overkill,Ian Cohen,https://pitchfork.com/reviews/albums/15440-rock-roll-submarine/
7.1,May 17 2011,Innings,Nodzzz,Zach Kelly,https://pitchfork.com/reviews/albums/15408-innings/
5.7,May 18 2011,Street of the Love of Days,Amor De Días,David Bevan,https://pitchfork.com/reviews/albums/15446-street-of-the-love-of-days/
6.0,May 17 2011,Own Your Ghost,13 & God,Brian Howe,https://pitchfork.com/reviews/albums/15433-own-your-ghost/
7.2,May 17 2011,Roadkill Rising... The Bootleg Collection 1977-2009,Iggy Pop,Stuart Berman,https://pitchfork.com/reviews/albums/15414-roadkill-rising-the-bootleg-collection-1977-2009/
